citation,exp,full_reference,
anadon-rosell_et_al_2014,46.77_9.87_w,anadon-rosell_a_rixen_c_cherubini_p_wipf_s_hagedorn_f_and_dawes_m_a_2014_growth_and_phenology_of_three_dwarf_shrub_species_in_a_six-year_soil_warming_experiment_at_the_alpine_treeline_plos_one_96_https://doiorg/101371/journalpone0100577,
anderegg_and_anderegg_2013,colorado_pp_d,anderegg_w_r_and_anderegg_l_d_2013_hydraulic_and_carbohydrate_changes_in_experimental_drought-induced_mortality_of_saplings_in_two_conifer_species tree_physiology 333_252-260,
anderegg_and_anderegg_2013,colorado_uj_d,anderegg_w_r_and_anderegg_l_d_2013_hydraulic_and_carbohydrate_changes_in_experimental_drought-induced_mortality_of_saplings_in_two_conifer_species tree_physiology 333_252-260,
anderson_et_al_2011,braunschweig_face_c,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face_cf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face_f,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face12_wc,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face12_wcf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face23_bc,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face23_bcf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face23_bf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face4_c,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face4_cf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face4_f,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face45_wc,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face45_wcf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face90_bc,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face90_bcf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face90_bf,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face12_fw,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
anderson_et_al_2011,braunschweig_face45_fw,anderson_t-h_heinemeyer_o_weigel_h-j_2011_changes_in_the_fungal-to-bacterial_respiratory_ratio_and_microbial_biomass_in agriculturally_managed_soils_under_free-air_co2_enrichment_face_–_a_six-year_survey_of_a_field_study_soil_biology_and_biochemistry_43_895–904,
andresen_et_al_2009,climaite_cdw,andresen_l_c_michelsen_a_jonasson_s_beier_c_and_ambus_p_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786-796_2009,
andresen_et_al_2009,climaite_c,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2009,climaite_cd,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2009,climaite_cw,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2009,climaite_d,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2009,climaite_dw,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2009,climaite_w,andresen_lc_michelsen_a_jonasson_s_beier_c_ambus_p_2009_glycine_uptake_in_heath_plants_and_soil_microbes_responds_to_elevated_temperature_co2_and_drought_acta_oecologica_35_786–796,
andresen_et_al_2010,climaite_cdw,andresen_l_c_michelsen_a_ambus_p_and_beier_c_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochem_101_27-42_2010,
andresen_et_al_2010,climaite_c,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andresen_et_al_2010,climaite_cd,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andresen_et_al_2010,climaite_cw,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andresen_et_al_2010,climaite_d,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andresen_et_al_2010,climaite_dw,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andresen_et_al_2010,climaite_w,andresen_lc_michelsen_a_ambus_p_beier_c_2010_belowground_heathland_responses_after_2_years_of_combined_warming_elevated_co2_and_summer_drought_biogeochemistry_101_27–42,
andrews_and_schlesinger_2001,dukeface_c,andrews_ja_schlesinger_wh_2001_soil_co2_dynamics_acidification_and_chemical_weathering_in_a_temperate_forest_with_experimental_co2_enrichment_global_biochemical_cycles_151:_149-162,
andrews_and_schlesinger_2002,dukeface_c,andrews_ja_schlesinger_wh_2001_soil_co2_dynamics_acidification_and_chemical_weathering_in_a_temperate_forest_with_experimental_co2_enrichment_global_biochemical_cycles_151:_149-162,
ansley_et_al_2014,texas_d,ansley_r_j_boutton_t_w_and_jacoby_p_w_2014_root_biomass_and_distribution_patterns_in_a_semi-arid_mesquite_savanna:_responses_to_long-term_rainfall_manipulation rangeland_ecology_and_management 672_206-218,
ansley_et_al_2014,texas_i,ansley_r_j_boutton_t_w_and_jacoby_p_w_2014_root_biomass_and_distribution_patterns_in_a_semi-arid_mesquite_savanna:_responses_to_long-term_rainfall_manipulation rangeland_ecology_and_management 672_206-218,
anten_et_al_2003,riceface_shizukuishi_a_2000_c,"anten_et_al_elevated_co
2
and_nitrogen_availability_have_interactive
effects_on_canopy_carbon_gain_in_rice_new_phytologist
2003
161
:_459–471",
anten_et_al_2003,riceface_shizukuishi_a_2000_cf,"anten_et_al_elevated_co
2
and_nitrogen_availability_have_interactive
effects_on_canopy_carbon_gain_in_rice_new_phytologist
2003
161
:_459–471",
anten_et_al_2003,riceface_shizukuishi_a_2000_f,"anten_et_al_elevated_co
2
and_nitrogen_availability_have_interactive
effects_on_canopy_carbon_gain_in_rice_new_phytologist
2003
161
:_459–471",
antoninka_et_al_2009,biocon_c,antoninka_a_wolf_je_bowker_m_classen_at_johnson_nc_2009_linking_above?and_belowground_responses_to_global_change_at_community_and_ecosystem_scales global_change_biology 154:_914-929,
antoninka_et_al_2009,biocon_cf,antoninka_a_wolf_je_bowker_m_classen_at_johnson_nc_2009_linking_above?and_belowground_responses_to_global_change_at_community_and_ecosystem_scales global_change_biology 154:_914-929,
antoninka_et_al_2009,biocon_f,antoninka_a_wolf_je_bowker_m_classen_at_johnson_nc_2009_linking_above?and_belowground_responses_to_global_change_at_community_and_ecosystem_scales global_change_biology 154:_914-929,
antoninka_et_al_2011,biocon_cf,antoninka_a_reich_pb_johnson_nc_2011_seven_years_of_carbon_dioxide_enrichment_nitrogen_fertilization_and_plant_diversity_influence_arbuscular_mycorrhizal_fungi_in_a_grassland_ecosystem_new_phytologist_doi:101111/j1469-8137201103776x,
antoninka_et_al_2011,biocon_f,antoninka_a_reich_pb_johnson_nc_2011_seven_years_of_carbon_dioxide_enrichment_nitrogen_fertilization_and_plant_diversity_influence_arbuscular_mycorrhizal_fungi_in_a_grassland_ecosystem_new_phytologist_doi:101111/j1469-8137201103776x,
antoninka_et_al_2011,biocon_c,antoninka_a_reich_pb_johnson_nc_2011_seven_years_of_carbon_dioxide_enrichment_nitrogen_fertilization_and_plant_diversity_influence_arbuscular_mycorrhizal_fungi_in_a_grassland_ecosystem new_phytologist 1921:_200-214,
arachchige_et_al_2017,horsham_face11h_c,arachchige_pms_ang_c-s_nicolas_me_et_al_2017_wheat_triticum_aestivum_l_grain_proteome_response_to_elevated_[co2]_varied_between_genotypes_journal_of_cereal_science_doi:_101016/jjcs201703010,
arachchige_et_al_2017,horsham_face11s3_c,arachchige_pms_ang_c-s_nicolas_me_et_al_2017_wheat_triticum_aestivum_l_grain_proteome_response_to_elevated_[co2]_varied_between_genotypes_journal_of_cereal_science_doi:_101016/jjcs201703010,
arachchige_et_al_2017,horsham_face11s62_c,arachchige_pms_ang_c-s_nicolas_me_et_al_2017_wheat_triticum_aestivum_l_grain_proteome_response_to_elevated_[co2]_varied_between_genotypes_journal_of_cereal_science_doi:_101016/jjcs201703010,
arachchige_et_al_2017,horsham_face11y_c,arachchige_pms_ang_c-s_nicolas_me_et_al_2017_wheat_triticum_aestivum_l_grain_proteome_response_to_elevated_[co2]_varied_between_genotypes_journal_of_cereal_science_doi:_101016/jjcs201703010,
aranjuelo_et_al_2011,nevada_desert_face_c,aranjuelo_i_ebbets_al_evans_rd_tissue_dt_nogues_s_van_gestel_npayton_p_ebbert_v_adams_ww_nowak_rs_smith_sd_2011_maintenance_of_c_sinks_sustains_enhanced_c_assimilation_during_long-term_exposure_to_elevated_[co2]_in_mojave_desert_shrubs_oecologia_167:_339-354,
arens_et_al_2008,pituffik_fn2,arens_s_j_t_sullivan_p_f_and_welker_j_m_nonlinear_responses_to_nitrogen_and_strong_interactions_with_nitrogen_and_phosphorus_additions_drastically_alter_the_structure_and_function_of_a_high_arctic_ecosystem_j_geophys_res_113_g03s09_doi:101029/2007jg000508_2008,
arens_et_al_2008,pituffik_fn3,arens_s_j_t_sullivan_p_f_and_welker_j_m_nonlinear_responses_to_nitrogen_and_strong_interactions_with_nitrogen_and_phosphorus_additions_drastically_alter_the_structure_and_function_of_a_high_arctic_ecosystem_j_geophys_res_113_g03s09_doi:101029/2007jg000508_2008,
arens_et_al_2008,pituffik_fn,arens_s_j_t_sullivan_p_f_and_welker_j_m_nonlinear_responses_to_nitrogen_and_strong_interactions_with_nitrogen_and_phosphorus_additions_drastically_alter_the_structure_and_function_of_a_high_arctic_ecosystem_j_geophys_res_113_g03s09_doi:101029/2007jg000508_2008,
arens_et_al_2008,pituffik_fnp,arens_s_j_t_sullivan_p_f_and_welker_j_m_nonlinear_responses_to_nitrogen_and_strong_interactions_with_nitrogen_and_phosphorus_additions_drastically_alter_the_structure_and_function_of_a_high_arctic_ecosystem_j_geophys_res_113_g03s09_doi:101029/2007jg000508_2008,
arens_et_al_2008,pituffik_fp,arens_s_j_t_sullivan_p_f_and_welker_j_m_nonlinear_responses_to_nitrogen_and_strong_interactions_with_nitrogen_and_phosphorus_additions_drastically_alter_the_structure_and_function_of_a_high_arctic_ecosystem_j_geophys_res_113_g03s09_doi:101029/2007jg000508_2008,
arndal_et_al_2013a,climaite_cw,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-10,
arndal_et_al_2013a,climaite_d,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-12,
arndal_et_al_2013a,climaite_w,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-13,
arndal_et_al_2013a,climaite_dw,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-14,
arndal_et_al_2013a,climaite_c,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-8,
arndal_et_al_2013a,climaite_cd,arndal_mf_merrild_mp_michelsen_a_et_al_2013_net_root_growth_and_nutrient_acquisition_in_response_to_predicted_climate_change_in_two_contrasting_heathland_species_plant_and_soil_369:615–629_doi:_101007/s11104-013-1601-9,
arndal_et_al_2013a,climaite_cdw,carter_et_al__2011_effects_of_elevated_atmospheric_co2_prolonged_summer_drought_and_temperature_increase_on_n2o_and_ch4_fluxes_in_a_temperate_heathland,
arndal_et_al_2013b,climaite_c,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_cd,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_cw,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_d,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_dw,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_w,arndal_mf_schmidt_ik_kongstad_j_et_al_2013_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41:1–10,
arndal_et_al_2013b,climaite_cdw,carter_et_al__2011_effects_of_elevated_atmospheric_co2_prolonged_summer_drought_and_temperature_increase_on_n2o_and_ch4_fluxes_in_a_temperate_heathland,
arndal_et_al_2014,climaite_c,arndal_m_f_schmidt_i_k_kongstad_j_beier_c_and_michelsen_a_root_growth_and_n_dynamics_in_response_to_multi-year_experimental_warming_summer_drought_and_elevated_co2_in_a_mixed_heathland-grass_ecosystem_funct_plant_biol_41_1-10_2014,
